tier,n,total_rounds,n_pct,rounds_pct
安装未玩,3994,0,4.42847797403231,0.0
轻度玩家,43617,309553,48.361773608754945,6.616748515761517
中度玩家,34021,1819679,37.72189513133531,38.895951008106536
重度玩家,7697,1865598,8.534300191819401,39.8774775159913
超核玩家,860,683495,0.9535530940580337,14.609822960140649
